sample_no	letter	author	authenticity	particle	part_of_speech	position_from_start	position_from_end	left_neighbor	left_neighbor_pos	right_neighbor	right_neighbor_pos	pip	pip_position	fip	fip_position	sentence
11	81	Peter	Peter	καί	conjunction	15	11	ἀνεκλαλήτῳ	adjective	δεδοξασμένῃ,	verb	ἀγαπᾶτε,	4	δεδοξασμένῃ,	16	ὃν οὐκ ⸀ἰδόντες ἀγαπᾶτε, εἰς ὃν ἄρτι μὴ ὁρῶντες πιστεύοντες δὲ ⸀ἀγαλλιᾶσθε χαρᾷ ἀνεκλαλήτῳ καὶ δεδοξασμένῃ, κομιζόμενοι τὸ τέλος τῆς πίστεως ⸀ὑμῶν σωτηρίαν ψυχῶν.
12	81	Peter	Peter	καί	conjunction	5	60	ἐξεζήτησαν	verb	ἐξηραύνησαν	verb	null	0	προφητεύσαντες,	14	Περὶ ἧς σωτηρίας ἐξεζήτησαν καὶ ἐξηραύνησαν προφῆται οἱ περὶ τῆς εἰς ὑμᾶς χάριτος προφητεύσαντες, ἐραυνῶντες εἰς τίνα ἢ ποῖον καιρὸν ἐδήλου τὸ ἐν αὐτοῖς πνεῦμα Χριστοῦ προμαρτυρόμενον τὰ εἰς Χριστὸν παθήματα καὶ τὰς μετὰ ταῦτα δόξας· οἷς ἀπεκαλύφθη ὅτι οὐχ ἑαυτοῖς ὑμῖν δὲ διηκόνουν αὐτά, ἃ νῦν ἀνηγγέλη ὑμῖν διὰ τῶν εὐαγγελισαμένων ⸀ὑμᾶς πνεύματι ἁγίῳ ἀποσταλέντι ἀπ’ οὐρανοῦ, εἰς ἃ ἐπιθυμοῦσιν ἄγγελοι παρακύψαι.
13	81	Peter	Peter	καί	conjunction	32	33	παθήματα	noun	τὰς	article	προφητεύσαντες,	14	δόξας·	36	Περὶ ἧς σωτηρίας ἐξεζήτησαν καὶ ἐξηραύνησαν προφῆται οἱ περὶ τῆς εἰς ὑμᾶς χάριτος προφητεύσαντες, ἐραυνῶντες εἰς τίνα ἢ ποῖον καιρὸν ἐδήλου τὸ ἐν αὐτοῖς πνεῦμα Χριστοῦ προμαρτυρόμενον τὰ εἰς Χριστὸν παθήματα καὶ τὰς μετὰ ταῦτα δόξας· οἷς ἀπεκαλύφθη ὅτι οὐχ ἑαυτοῖς ὑμῖν δὲ διηκόνουν αὐτά, ἃ νῦν ἀνηγγέλη ὑμῖν διὰ τῶν εὐαγγελισαμένων ⸀ὑμᾶς πνεύματι ἁγίῳ ἀποσταλέντι ἀπ’ οὐρανοῦ, εἰς ἃ ἐπιθυμοῦσιν ἄγγελοι παρακύψαι.
14	81	Peter	Peter	δέ	conjunction	43	22	ὑμῖν	personal pronoun	διηκόνουν	verb	δόξας·	36	αὐτά,	45	Περὶ ἧς σωτηρίας ἐξεζήτησαν καὶ ἐξηραύνησαν προφῆται οἱ περὶ τῆς εἰς ὑμᾶς χάριτος προφητεύσαντες, ἐραυνῶντες εἰς τίνα ἢ ποῖον καιρὸν ἐδήλου τὸ ἐν αὐτοῖς πνεῦμα Χριστοῦ προμαρτυρόμενον τὰ εἰς Χριστὸν παθήματα καὶ τὰς μετὰ ταῦτα δόξας· οἷς ἀπεκαλύφθη ὅτι οὐχ ἑαυτοῖς ὑμῖν δὲ διηκόνουν αὐτά, ἃ νῦν ἀνηγγέλη ὑμῖν διὰ τῶν εὐαγγελισαμένων ⸀ὑμᾶς πνεύματι ἁγίῳ ἀποσταλέντι ἀπ’ οὐρανοῦ, εἰς ἃ ἐπιθυμοῦσιν ἄγγελοι παρακύψαι.
15	81	Peter	Peter	ἀλλά	conjunction	13	22	ἐπιθυμίαις,	noun	κατὰ	preposition	ἐπιθυμίαις,	12	γενήθητε,	25	ὡς τέκνα ὑπακοῆς, μὴ συσχηματιζόμενοι ταῖς πρότερον ἐν τῇ ἀγνοίᾳ ὑμῶν ἐπιθυμίαις, ἀλλὰ κατὰ τὸν καλέσαντα ὑμᾶς ἅγιον καὶ αὐτοὶ ἅγιοι ἐν πάσῃ ἀναστροφῇ γενήθητε, διότι γέγραπται ⸀ὅτι Ἅγιοι ⸀ἔσεσθε, ὅτι ἐγὼ ⸀ἅγιος.
16	81	Peter	Peter	καί	conjunction	1	80	ἐπιθυμίαις,	noun	εἰ	conjunction	null	0	ἔργον,	11	Καὶ εἰ πατέρα ἐπικαλεῖσθε τὸν ἀπροσωπολήμπτως κρίνοντα κατὰ τὸ ἑκάστου ἔργον, ἐν φόβῳ τὸν τῆς παροικίας ὑμῶν χρόνον ἀναστράφητε· εἰδότες ὅτι οὐ φθαρτοῖς, ἀργυρίῳ ἢ χρυσίῳ, ἐλυτρώθητε ἐκ τῆς ματαίας ὑμῶν ἀναστροφῆς πατροπαραδότου, ἀλλὰ τιμίῳ αἵματι ὡς ἀμνοῦ ἀμώμου καὶ ἀσπίλου Χριστοῦ, προεγνωσμένου μὲν πρὸ καταβολῆς κόσμου, φανερωθέντος δὲ ἐπ’ ⸀ἐσχάτου τῶν χρόνων δι’ ὑμᾶς τοὺς δι’ αὐτοῦ ⸀πιστοὺς εἰς θεὸν τὸν ἐγείραντα αὐτὸν ἐκ νεκρῶν καὶ δόξαν αὐτῷ δόντα, ὥστε τὴν πίστιν ὑμῶν καὶ ἐλπίδα εἶναι εἰς θεόν.
17	81	Peter	Peter	ἀλλά	conjunction	34	47	πατροπαραδότου,	adjective	τιμίῳ	adjective	πατροπαραδότου,	33	Χριστοῦ,	42	Καὶ εἰ πατέρα ἐπικαλεῖσθε τὸν ἀπροσωπολήμπτως κρίνοντα κατὰ τὸ ἑκάστου ἔργον, ἐν φόβῳ τὸν τῆς παροικίας ὑμῶν χρόνον ἀναστράφητε· εἰδότες ὅτι οὐ φθαρτοῖς, ἀργυρίῳ ἢ χρυσίῳ, ἐλυτρώθητε ἐκ τῆς ματαίας ὑμῶν ἀναστροφῆς πατροπαραδότου, ἀλλὰ τιμίῳ αἵματι ὡς ἀμνοῦ ἀμώμου καὶ ἀσπίλου Χριστοῦ, προεγνωσμένου μὲν πρὸ καταβολῆς κόσμου, φανερωθέντος δὲ ἐπ’ ⸀ἐσχάτου τῶν χρόνων δι’ ὑμᾶς τοὺς δι’ αὐτοῦ ⸀πιστοὺς εἰς θεὸν τὸν ἐγείραντα αὐτὸν ἐκ νεκρῶν καὶ δόξαν αὐτῷ δόντα, ὥστε τὴν πίστιν ὑμῶν καὶ ἐλπίδα εἶναι εἰς θεόν.
18	81	Peter	Peter	καί	conjunction	40	41	ἀμώμου	adjective	ἀσπίλου	adjective	πατροπαραδότου,	33	Χριστοῦ,	42	Καὶ εἰ πατέρα ἐπικαλεῖσθε τὸν ἀπροσωπολήμπτως κρίνοντα κατὰ τὸ ἑκάστου ἔργον, ἐν φόβῳ τὸν τῆς παροικίας ὑμῶν χρόνον ἀναστράφητε· εἰδότες ὅτι οὐ φθαρτοῖς, ἀργυρίῳ ἢ χρυσίῳ, ἐλυτρώθητε ἐκ τῆς ματαίας ὑμῶν ἀναστροφῆς πατροπαραδότου, ἀλλὰ τιμίῳ αἵματι ὡς ἀμνοῦ ἀμώμου καὶ ἀσπίλου Χριστοῦ, προεγνωσμένου μὲν πρὸ καταβολῆς κόσμου, φανερωθέντος δὲ ἐπ’ ⸀ἐσχάτου τῶν χρόνων δι’ ὑμᾶς τοὺς δι’ αὐτοῦ ⸀πιστοὺς εἰς θεὸν τὸν ἐγείραντα αὐτὸν ἐκ νεκρῶν καὶ δόξαν αὐτῷ δόντα, ὥστε τὴν πίστιν ὑμῶν καὶ ἐλπίδα εἶναι εἰς θεόν.
19	81	Peter	Peter	μέν	conjunction	44	37	προεγνωσμένου	verb	πρὸ	preposition	Χριστοῦ,	42	κόσμου,	47	Καὶ εἰ πατέρα ἐπικαλεῖσθε τὸν ἀπροσωπολήμπτως κρίνοντα κατὰ τὸ ἑκάστου ἔργον, ἐν φόβῳ τὸν τῆς παροικίας ὑμῶν χρόνον ἀναστράφητε· εἰδότες ὅτι οὐ φθαρτοῖς, ἀργυρίῳ ἢ χρυσίῳ, ἐλυτρώθητε ἐκ τῆς ματαίας ὑμῶν ἀναστροφῆς πατροπαραδότου, ἀλλὰ τιμίῳ αἵματι ὡς ἀμνοῦ ἀμώμου καὶ ἀσπίλου Χριστοῦ, προεγνωσμένου μὲν πρὸ καταβολῆς κόσμου, φανερωθέντος δὲ ἐπ’ ⸀ἐσχάτου τῶν χρόνων δι’ ὑμᾶς τοὺς δι’ αὐτοῦ ⸀πιστοὺς εἰς θεὸν τὸν ἐγείραντα αὐτὸν ἐκ νεκρῶν καὶ δόξαν αὐτῷ δόντα, ὥστε τὴν πίστιν ὑμῶν καὶ ἐλπίδα εἶναι εἰς θεόν.
20	81	Peter	Peter	δέ	conjunction	49	32	φανερωθέντος	verb	ἐπ’	preposition	κόσμου,	47	δόντα,	70	Καὶ εἰ πατέρα ἐπικαλεῖσθε τὸν ἀπροσωπολήμπτως κρίνοντα κατὰ τὸ ἑκάστου ἔργον, ἐν φόβῳ τὸν τῆς παροικίας ὑμῶν χρόνον ἀναστράφητε· εἰδότες ὅτι οὐ φθαρτοῖς, ἀργυρίῳ ἢ χρυσίῳ, ἐλυτρώθητε ἐκ τῆς ματαίας ὑμῶν ἀναστροφῆς πατροπαραδότου, ἀλλὰ τιμίῳ αἵματι ὡς ἀμνοῦ ἀμώμου καὶ ἀσπίλου Χριστοῦ, προεγνωσμένου μὲν πρὸ καταβολῆς κόσμου, φανερωθέντος δὲ ἐπ’ ⸀ἐσχάτου τῶν χρόνων δι’ ὑμᾶς τοὺς δι’ αὐτοῦ ⸀πιστοὺς εἰς θεὸν τὸν ἐγείραντα αὐτὸν ἐκ νεκρῶν καὶ δόξαν αὐτῷ δόντα, ὥστε τὴν πίστιν ὑμῶν καὶ ἐλπίδα εἶναι εἰς θεόν.
21	81	Peter	Peter	καί	conjunction	67	14	νεκρῶν	adjective	δόξαν	noun	κόσμου,	47	δόντα,	70	Καὶ εἰ πατέρα ἐπικαλεῖσθε τὸν ἀπροσωπολήμπτως κρίνοντα κατὰ τὸ ἑκάστου ἔργον, ἐν φόβῳ τὸν τῆς παροικίας ὑμῶν χρόνον ἀναστράφητε· εἰδότες ὅτι οὐ φθαρτοῖς, ἀργυρίῳ ἢ χρυσίῳ, ἐλυτρώθητε ἐκ τῆς ματαίας ὑμῶν ἀναστροφῆς πατροπαραδότου, ἀλλὰ τιμίῳ αἵματι ὡς ἀμνοῦ ἀμώμου καὶ ἀσπίλου Χριστοῦ, προεγνωσμένου μὲν πρὸ καταβολῆς κόσμου, φανερωθέντος δὲ ἐπ’ ⸀ἐσχάτου τῶν χρόνων δι’ ὑμᾶς τοὺς δι’ αὐτοῦ ⸀πιστοὺς εἰς θεὸν τὸν ἐγείραντα αὐτὸν ἐκ νεκρῶν καὶ δόξαν αὐτῷ δόντα, ὥστε τὴν πίστιν ὑμῶν καὶ ἐλπίδα εἶναι εἰς θεόν.
22	81	Peter	Peter	καί	conjunction	75	6	ὑμῶν	personal pronoun	ἐλπίδα	noun	δόντα,	70	null	0	Καὶ εἰ πατέρα ἐπικαλεῖσθε τὸν ἀπροσωπολήμπτως κρίνοντα κατὰ τὸ ἑκάστου ἔργον, ἐν φόβῳ τὸν τῆς παροικίας ὑμῶν χρόνον ἀναστράφητε· εἰδότες ὅτι οὐ φθαρτοῖς, ἀργυρίῳ ἢ χρυσίῳ, ἐλυτρώθητε ἐκ τῆς ματαίας ὑμῶν ἀναστροφῆς πατροπαραδότου, ἀλλὰ τιμίῳ αἵματι ὡς ἀμνοῦ ἀμώμου καὶ ἀσπίλου Χριστοῦ, προεγνωσμένου μὲν πρὸ καταβολῆς κόσμου, φανερωθέντος δὲ ἐπ’ ⸀ἐσχάτου τῶν χρόνων δι’ ὑμᾶς τοὺς δι’ αὐτοῦ ⸀πιστοὺς εἰς θεὸν τὸν ἐγείραντα αὐτὸν ἐκ νεκρῶν καὶ δόξαν αὐτῷ δόντα, ὥστε τὴν πίστιν ὑμῶν καὶ ἐλπίδα εἶναι εἰς θεόν.
23	81	Peter	Peter	ἀλλά	conjunction	23	36	φθαρτῆς	adjective	ἀφθάρτου,	adjective	ἐκτενῶς,	17	ἀφθάρτου,	24	Τὰς ψυχὰς ὑμῶν ἡγνικότες ἐν τῇ ὑπακοῇ τῆς ⸀ἀληθείας εἰς φιλαδελφίαν ἀνυπόκριτον ⸀ἐκ καρδίας ἀλλήλους ἀγαπήσατε ἐκτενῶς, ἀναγεγεννημένοι οὐκ ἐκ σπορᾶς φθαρτῆς ἀλλὰ ἀφθάρτου, διὰ λόγου ζῶντος θεοῦ καὶ ⸀μένοντος· διότι πᾶσα σὰρξ ὡς χόρτος, καὶ πᾶσα δόξα ⸀αὐτῆς ὡς ἄνθος χόρτου· ἐξηράνθη ὁ χόρτος, καὶ τὸ ⸀ἄνθος ἐξέπεσεν· τὸ δὲ ῥῆμα κυρίου μένει εἰς τὸν αἰῶνα.
24	81	Peter	Peter	καί	conjunction	29	30	θεοῦ	noun	⸀μένοντος·	verb	ἀφθάρτου,	24	⸀μένοντος·	30	Τὰς ψυχὰς ὑμῶν ἡγνικότες ἐν τῇ ὑπακοῇ τῆς ⸀ἀληθείας εἰς φιλαδελφίαν ἀνυπόκριτον ⸀ἐκ καρδίας ἀλλήλους ἀγαπήσατε ἐκτενῶς, ἀναγεγεννημένοι οὐκ ἐκ σπορᾶς φθαρτῆς ἀλλὰ ἀφθάρτου, διὰ λόγου ζῶντος θεοῦ καὶ ⸀μένοντος· διότι πᾶσα σὰρξ ὡς χόρτος, καὶ πᾶσα δόξα ⸀αὐτῆς ὡς ἄνθος χόρτου· ἐξηράνθη ὁ χόρτος, καὶ τὸ ⸀ἄνθος ἐξέπεσεν· τὸ δὲ ῥῆμα κυρίου μένει εἰς τὸν αἰῶνα.
25	81	Peter	Peter	καί	conjunction	36	23	χόρτος,	noun	πᾶσα	adjective	χόρτος,	35	χόρτου·	42	Τὰς ψυχὰς ὑμῶν ἡγνικότες ἐν τῇ ὑπακοῇ τῆς ⸀ἀληθείας εἰς φιλαδελφίαν ἀνυπόκριτον ⸀ἐκ καρδίας ἀλλήλους ἀγαπήσατε ἐκτενῶς, ἀναγεγεννημένοι οὐκ ἐκ σπορᾶς φθαρτῆς ἀλλὰ ἀφθάρτου, διὰ λόγου ζῶντος θεοῦ καὶ ⸀μένοντος· διότι πᾶσα σὰρξ ὡς χόρτος, καὶ πᾶσα δόξα ⸀αὐτῆς ὡς ἄνθος χόρτου· ἐξηράνθη ὁ χόρτος, καὶ τὸ ⸀ἄνθος ἐξέπεσεν· τὸ δὲ ῥῆμα κυρίου μένει εἰς τὸν αἰῶνα.
26	81	Peter	Peter	καί	conjunction	46	13	χόρτος,	noun	τὸ	article	χόρτος,	45	ἐξέπεσεν·	49	Τὰς ψυχὰς ὑμῶν ἡγνικότες ἐν τῇ ὑπακοῇ τῆς ⸀ἀληθείας εἰς φιλαδελφίαν ἀνυπόκριτον ⸀ἐκ καρδίας ἀλλήλους ἀγαπήσατε ἐκτενῶς, ἀναγεγεννημένοι οὐκ ἐκ σπορᾶς φθαρτῆς ἀλλὰ ἀφθάρτου, διὰ λόγου ζῶντος θεοῦ καὶ ⸀μένοντος· διότι πᾶσα σὰρξ ὡς χόρτος, καὶ πᾶσα δόξα ⸀αὐτῆς ὡς ἄνθος χόρτου· ἐξηράνθη ὁ χόρτος, καὶ τὸ ⸀ἄνθος ἐξέπεσεν· τὸ δὲ ῥῆμα κυρίου μένει εἰς τὸν αἰῶνα.
27	81	Peter	Peter	δέ	conjunction	51	8	τὸ	article	ῥῆμα	noun	ἐξέπεσεν·	49	null	0	Τὰς ψυχὰς ὑμῶν ἡγνικότες ἐν τῇ ὑπακοῇ τῆς ⸀ἀληθείας εἰς φιλαδελφίαν ἀνυπόκριτον ⸀ἐκ καρδίας ἀλλήλους ἀγαπήσατε ἐκτενῶς, ἀναγεγεννημένοι οὐκ ἐκ σπορᾶς φθαρτῆς ἀλλὰ ἀφθάρτου, διὰ λόγου ζῶντος θεοῦ καὶ ⸀μένοντος· διότι πᾶσα σὰρξ ὡς χόρτος, καὶ πᾶσα δόξα ⸀αὐτῆς ὡς ἄνθος χόρτου· ἐξηράνθη ὁ χόρτος, καὶ τὸ ⸀ἄνθος ἐξέπεσεν· τὸ δὲ ῥῆμα κυρίου μένει εἰς τὸν αἰῶνα.
28	81	Peter	Peter	δέ	conjunction	2	9	τοῦτο	demonstrative	ἐστιν	verb	null	0	null	0	τοῦτο δέ ἐστιν τὸ ῥῆμα τὸ εὐαγγελισθὲν εἰς ὑμᾶς.
29	81	Peter	Peter	οὖν	conjunction	2	34	Ἀποθέμενοι	verb	πᾶσαν	adjective	null	0	καταλαλιάς,	14	Ἀποθέμενοι οὖν πᾶσαν κακίαν καὶ πάντα δόλον καὶ ⸀ὑποκρίσεις καὶ φθόνους καὶ πάσας καταλαλιάς, ὡς ἀρτιγέννητα βρέφη τὸ λογικὸν ἄδολον γάλα ἐπιποθήσατε, ἵνα ἐν αὐτῷ αὐξηθῆτε ⸂εἰς σωτηρίαν⸃, ⸀εἰ ἐγεύσασθε ὅτι χρηστὸς ὁ κύριος.
30	81	Peter	Peter	καί	conjunction	5	31	κακίαν	noun	πάντα	adjective	null	0	καταλαλιάς,	14	Ἀποθέμενοι οὖν πᾶσαν κακίαν καὶ πάντα δόλον καὶ ⸀ὑποκρίσεις καὶ φθόνους καὶ πάσας καταλαλιάς, ὡς ἀρτιγέννητα βρέφη τὸ λογικὸν ἄδολον γάλα ἐπιποθήσατε, ἵνα ἐν αὐτῷ αὐξηθῆτε ⸂εἰς σωτηρίαν⸃, ⸀εἰ ἐγεύσασθε ὅτι χρηστὸς ὁ κύριος.
31	81	Peter	Peter	καί	conjunction	8	28	δόλον	noun	⸀ὑποκρίσεις	noun	null	0	καταλαλιάς,	14	Ἀποθέμενοι οὖν πᾶσαν κακίαν καὶ πάντα δόλον καὶ ⸀ὑποκρίσεις καὶ φθόνους καὶ πάσας καταλαλιάς, ὡς ἀρτιγέννητα βρέφη τὸ λογικὸν ἄδολον γάλα ἐπιποθήσατε, ἵνα ἐν αὐτῷ αὐξηθῆτε ⸂εἰς σωτηρίαν⸃, ⸀εἰ ἐγεύσασθε ὅτι χρηστὸς ὁ κύριος.
32	81	Peter	Peter	καί	conjunction	10	26	⸀ὑποκρίσεις	noun	φθόνους	noun	null	0	καταλαλιάς,	14	Ἀποθέμενοι οὖν πᾶσαν κακίαν καὶ πάντα δόλον καὶ ⸀ὑποκρίσεις καὶ φθόνους καὶ πάσας καταλαλιάς, ὡς ἀρτιγέννητα βρέφη τὸ λογικὸν ἄδολον γάλα ἐπιποθήσατε, ἵνα ἐν αὐτῷ αὐξηθῆτε ⸂εἰς σωτηρίαν⸃, ⸀εἰ ἐγεύσασθε ὅτι χρηστὸς ὁ κύριος.
33	81	Peter	Peter	καί	conjunction	12	24	φθόνους	noun	πάσας	adjective	null	0	καταλαλιάς,	14	Ἀποθέμενοι οὖν πᾶσαν κακίαν καὶ πάντα δόλον καὶ ⸀ὑποκρίσεις καὶ φθόνους καὶ πάσας καταλαλιάς, ὡς ἀρτιγέννητα βρέφη τὸ λογικὸν ἄδολον γάλα ἐπιποθήσατε, ἵνα ἐν αὐτῷ αὐξηθῆτε ⸂εἰς σωτηρίαν⸃, ⸀εἰ ἐγεύσασθε ὅτι χρηστὸς ὁ κύριος.
34	81	Peter	Peter	μέν	conjunction	8	47	ἀνθρώπων	noun	ἀποδεδοκιμασμένον	verb	ζῶντα,	5	ἅγιον,	25	Πρὸς ὃν προσερχόμενοι, λίθον ζῶντα, ὑπὸ ἀνθρώπων μὲν ἀποδεδοκιμασμένον παρὰ δὲ θεῷ ἐκλεκτὸν ἔντιμον καὶ αὐτοὶ ὡς λίθοι ζῶντες οἰκοδομεῖσθε οἶκος πνευματικὸς ⸀εἰς ἱεράτευμα ἅγιον, ἀνενέγκαι πνευματικὰς θυσίας ⸀εὐπροσδέκτους θεῷ διὰ Ἰησοῦ Χριστοῦ· διότι περιέχει ⸀ἐν γραφῇ· Ἰδοὺ τίθημι ἐν Σιὼν λίθον ⸂ἀκρογωνιαῖον ἐκλεκτὸν⸃ ἔντιμον, καὶ ὁ πιστεύων ἐπ’ αὐτῷ οὐ μὴ καταισχυνθῇ.
